Latitude,Longitude,Rainfall (mm),River Discharge (m³/s),Elevation (m),Distance From Coast (km),Land Cover,Soil Type,Population Density,Is Coastal,Flood Risk,Flood Prediction
19.367627260212984,72.69627739329687,54.87,366.64,325.74,52.9,Agricultural,Clay,4232,0,0.173202,0
17.1652492151941,72.8990463510314,62.16,1974.08,647.68,192.29,Urban,Laterite,6398,0,0.160864,0
16.753041848654007,74.36975962944572,168.92,560.43,119.37,290.09,Agricultural,Alluvial,2576,0,0.1969415,0
16.06234236404921,74.31369756612763,212.4,420.17,87.78,352.81,Forest,Sandy Loam,5931,1,0.23340850000000002,0
15.5238113839271,74.11496205274754,249.68,516.36,437.03,398.96,Forest,Laterite,9610,0,0.275498,0
18.45745368948434,72.60604053291041,45.74,1278.94,572.98,53.09,Water Body,Laterite,10350,0,0.109687,0
19.2461248340145,74.11123368866674,133.86,1970.04,172.52,143.22,Forest,Laterite,2147,0,0.232362,0
15.987245658037775,73.309114672001,262.43,2658.11,61.72,326.87,Agricultural,Clay,3131,1,0.49533550000000004,0
18.478393961711685,72.98136379079186,102.7,301.4,170.01,50.44,Agricultural,Laterite,5793,0,0.11777,0
18.29061081409023,72.71467167830413,82.39,201.7,107.71,68.05,Forest,Clay,6429,0,0.192475,0
19.13243335208471,73.20945374612207,34.94,627.86,450.45,50.2,Water Body,Laterite,5787,0,0.066333,0
15.751063083842304,73.8118384950072,70.28,306.62,27.83,364.72,Urban,Laterite,2323,1,0.08561099999999999,0
18.857301969681203,73.46748932267015,41.73,684.09,588.44,70.49,Agricultural,Laterite,8739,0,0.0759345,0
17.11509540878445,72.58985826417091,27.5,2076.03,98.13,198.8,Urban,Clay,2767,1,0.23130150000000002,0
19.023021643578947,73.95632631916513,76.14,1229.31,541.91,122.54,Forest,Laterite,10006,0,0.1376055,0
17.010515783226985,74.47774172779017,118.73,363.62,240.83,274.44,Forest,Sandy Loam,2547,0,0.13691099999999998,0
15.596972216043342,74.41966467602042,203.81,1420.48,770.42,404.09,Urban,Laterite,12546,0,0.274834,0
17.781480277406445,73.44746574015693,70.32,730.29,399.26,141.46,Forest,Laterite,2990,0,0.1068345,0
17.568987467832176,72.70182600793134,99.7,704.1,28.99,147.69,Urban,Laterite,2320,1,0.13490500000000002,0
18.98589334362337,74.4362296355973,23.4,665.21,588.26,172.6,Forest,Laterite,9278,0,0.0566605,0
15.629098902286447,73.342811394645,45,311.1,32.96,366.57,Urban,Sandy Loam,4081,1,0.060555,0
15.79164760725683,74.39599519318128,125.82,184.35,27.05,383.55,Forest,Laterite,3974,1,0.13503749999999998,0
16.90103073214041,73.4551851794633,208.74,229.5,578.52,231.88,Forest,Laterite,11186,0,0.22021500000000002,0
18.281762126840274,73.35943729730454,84.35,290.64,36.77,90.38,Forest,Laterite,4108,1,0.09888199999999998,0
15.867963242191596,72.52009930055031,81.64,1653.5,661.24,336.88,Water Body,Laterite,2432,0,0.164315,0
16.006863577322836,72.86118695560985,16.84,881.7,524.29,320.26,Agricultural,Laterite,2429,0,0.06092500000000001,0
19.253480569828934,72.91172192238166,165.48,595.19,485.98,40.86,Water Body,Laterite,4973,0,0.1952395,0
17.665676698191326,72.70875634333488,69.35,2216.15,738.43,136.96,Urban,Laterite,10750,0,0.18015750000000003,0
16.34307852753246,73.24477997012303,142.93,231.24,294.58,286.9,Forest,Sandy Loam,2206,0,0.154492,0
18.918296951346033,73.26787251972195,10.21,602.41,561.95,49.33,Agricultural,Clay,7672,0,0.14033050000000002,0
16.89121815375161,72.55198420450172,129.07,1883.59,34.09,223.88,Urban,Laterite,11510,1,0.2232495,0
19.214265904885963,74.00480143810985,228.75,722.56,76.9,131.5,Forest,Alluvial,10817,1,0.264878,0
19.19864455575427,72.76374542575647,8.99,313.98,376.22,33.28,Agricultural,Laterite,11507,0,0.024689000000000003,0
18.741037987815258,73.7159983517578,32.4,476.26,423.91,98.14,Agricultural,Laterite,6873,0,0.056213,0
18.87730132212068,72.93568499995189,20.12,302.67,144.83,14.52,Forest,Clay,4332,0,0.1352535,0
17.479715708709435,72.95483783826735,40.77,879.17,228.98,158.05,Agricultural,Laterite,1930,0,0.08472850000000001,0
18.36943078720428,72.62162573563612,169.85,236.26,35.33,61.67,Urban,Clay,2806,1,0.281663,0
17.527751757020138,72.72636512683385,23.92,1170.52,149.98,152.08,Agricultural,Laterite,5058,0,0.082446,0
18.652657847413032,73.16997157000152,80.69,145.73,212.22,47.66,Forest,Sandy Loam,1615,0,0.08797649999999999,0
17.936152583702793,74.11606842745998,102.53,683.23,250.41,175.26,Urban,Laterite,5676,0,0.1366915,0
19.491283406293753,72.65688994460075,23.89,310.66,483.76,67.16,Agricultural,Clay,11821,0,0.13942300000000002,0
17.928408040771757,73.81839551813079,104.81,248.29,32.87,152.13,Urban,Alluvial,6568,1,0.1172245,0
18.492753117453958,72.73083383877685,51.57,1506.83,453.95,45.66,Water Body,Clay,4026,0,0.22691150000000002,0
18.645216566886013,72.95952660693739,247.59,1442.02,67.41,32.84,Agricultural,Clay,5226,1,0.41969100000000004,0
15.97185608987528,73.31700558097694,101.17,621.95,225.94,328.69,Agricultural,Laterite,4373,0,0.13226749999999998,0
17.71831511591023,74.36025033101231,14.5,476.08,598.39,210.51,Forest,Sandy Loam,8362,0,0.038304000000000005,0
17.966518375509136,74.4882682073441,17.19,463.5,414.83,206.12,Urban,Laterite,10029,0,0.040365,0
18.433772539599264,73.94741493114763,123.25,675.31,515.13,131.59,Agricultural,Laterite,6357,0,0.1570155,0
17.53466876514355,73.67616175531298,60.87,1567.17,690.85,177.27,Agricultural,Laterite,11030,0,0.1392285,0
19.314054672217267,72.58386885842661,178.09,450.18,301.49,51.17,Agricultural,Laterite,4641,0,0.200599,0
19.170772262198597,74.47761114844934,190.6,867.76,687.15,179.13,Urban,Laterite,16352,0,0.233988,0
17.659318999585984,74.09798400394816,5.56,2735.13,52.09,194.15,Urban,Laterite,10301,1,0.14231650000000004,0
19.17673468127084,72.73988117939837,25.71,265.65,80.36,31.28,Urban,Laterite,5064,1,0.0389925,0
17.528240690688406,73.05221605976618,136.18,2432.92,747.31,154.16,Agricultural,Sandy Loam,4958,0,0.257826,0
18.86572416300089,73.82226085420899,34.54,455.04,73.36,107.78,Forest,Laterite,15962,1,0.057291999999999996,0
18.928627184727297,73.9988919528453,114.33,311.3,366.2,126.34,Agricultural,Clay,7523,0,0.229895,0
19.317340885998735,74.25577930063159,261.26,1045.47,518.49,160,Agricultural,Laterite,2840,0,0.3135335,0
19.023580756688666,74.00992220288421,59.18,327.07,425.32,128.16,Forest,Laterite,10107,0,0.0755335,0
18.59472712523256,73.46747746825399,226.5,568.02,455.24,78.08,Water Body,Clay,7953,0,0.5323515000000001,0
16.792768068957486,73.84997809406546,81.29,578.91,439.85,258.42,Forest,Clay,4859,0,0.21023550000000002,0
17.139246172347963,73.64501139336261,39.46,838.81,113.94,214.44,Urban,Sandy Loam,11468,0,0.0814005,0
16.833152321345466,73.20540126810732,18.09,1433.32,29.02,232.76,Forest,Laterite,3874,1,0.08975599999999999,0
18.43333739783477,74.38002759238543,78.74,339,640.69,174.51,Forest,Laterite,12126,0,0.09569,0
17.011426945187925,73.30150187211026,238.41,679.17,2.02,215.67,Urban,Laterite,2658,1,0.4223684999999999,0
17.85278316714227,73.28224779954976,251.31,1312.75,30.22,126.62,Agricultural,Laterite,6762,1,0.3169475,0
16.66495461551948,72.6861247900464,96.23,706.5,447.92,247.66,Forest,Laterite,10272,0,0.131555,0
17.309081412078765,73.65575897656664,12.03,578.94,317.43,198.01,Forest,Clay,2656,0,0.14097700000000002,0
16.177022850742393,74.229655428858,97.67,184.28,606.12,337.43,Agricultural,Laterite,4253,0,0.10688399999999999,0
16.745819829121565,73.17573696128017,36.84,773.59,583.28,241.73,Urban,Clay,7123,0,0.1755195,0
19.337901134848853,72.97147867563126,91.45,887.98,92.12,51.72,Agricultural,Laterite,11022,1,0.135849,0
16.148372457025616,73.99629752518949,39.41,586.71,48.72,329.96,Urban,Laterite,1171,1,0.0687455,0
15.970333112343532,74.49148862502312,172.48,418.39,56.38,370.69,Forest,Laterite,11914,1,0.1933995,0
19.30798145277723,73.24250661610633,127.76,367.63,99.62,64.87,Water Body,Laterite,1191,1,0.14614149999999998,0
17.165211772299582,72.80069815323492,21.87,484.01,476.41,192.01,Forest,Laterite,8405,0,0.0460705,0
15.767088006450319,73.77268705605204,8.62,457.44,636.89,361.81,Water Body,Laterite,2443,0,0.031492000000000006,0
16.109687212198267,73.96131615663232,57.97,1110.14,640.39,332.53,Agricultural,Laterite,9517,0,0.11347700000000001,0
17.393627351799807,72.83619877700018,210.04,372.07,32.33,166.77,Water Body,Laterite,12006,1,0.22864349999999997,0
17.20162295296318,73.44337815533711,61.74,370.05,70.62,199.94,Forest,Sandy Loam,7526,1,0.08024250000000001,0
19.033142435711056,74.18438244184702,253.54,1922.33,652.28,146.54,Agricultural,Laterite,9260,0,0.3496565,0
16.212049634018406,74.23227687724959,279.04,460.82,713.41,334.09,Water Body,Laterite,3502,0,0.302081,0
18.490513980252697,72.52134484344477,87.43,275.17,745.09,54.02,Agricultural,Laterite,9101,0,0.10118850000000001,0
17.093176008579654,74.49147569679468,165.03,160.71,602.62,268.48,Agricultural,Clay,7001,0,0.2730655,0
17.39379366487074,74.24987366270346,188.91,1260.15,87.09,226.56,Forest,Laterite,2152,1,0.2519175,0
18.049912622886623,72.62465094498152,27.67,779.86,84.82,95.9,Forest,Clay,10402,1,0.166663,0
16.965026274810448,72.52834242493726,148.37,850.03,632.91,216.09,Forest,Laterite,6416,0,0.1908715,0
16.602101820961504,72.89736680222626,101.27,5373.62,291.63,254.54,Forest,Laterite,12629,0,0.369951,0
15.844380932038703,74.36054570172735,25.95,412.83,538.64,376.64,Forest,Laterite,3894,0,0.046591499999999994,0
16.998118235479268,72.66254986639616,174.65,2426.6,19.11,211,Urban,Laterite,5655,1,0.44598000000000004,0
16.648306226074816,73.05792679101863,116.31,1252.32,785.49,250.71,Forest,Laterite,6996,0,0.17892599999999997,0
17.814784656870756,73.19771839339093,140.04,1936.55,684.31,127.26,Forest,Laterite,18561,0,0.2368675,0
17.235413591471957,73.79201596693558,155.36,876.34,459.29,212.07,Forest,Laterite,1738,0,0.199177,0
15.961192742497618,73.81666436241737,42.71,804.18,511.87,342.71,Forest,Clay,13418,0,0.182919,0
15.53159320827575,73.34281552546466,67.26,403.96,115.22,377.23,Urban,Laterite,9936,0,0.08745800000000001,0
18.423819434622928,73.44714414826178,51.99,869.34,128.09,86.25,Water Body,Laterite,2793,0,0.09545700000000001,0
17.20357691568352,73.03872196307752,119.77,382.55,517.8,189.46,Agricultural,Laterite,10930,0,0.13889749999999998,0
16.019563307267617,73.16629422886028,62.88,1428.56,100.59,321.16,Forest,Sandy Loam,4848,0,0.134308,0
16.238374627714858,74.21552439336959,86.3,228.72,0.49,330.68,Forest,Laterite,9810,1,0.247736,0
18.295118993893023,74.32566609192351,149.9,2196.21,189.95,174.39,Urban,Laterite,14185,0,0.2597105,0
18.779164304576803,73.96074421514099,83.91,210.85,58.64,123.06,Forest,Clay,5538,1,0.1944525,0
16.859403803987977,74.14647628369319,129.65,3312.28,231.58,267.15,Forest,Laterite,5710,0,0.2952640000000001,0
16.21950258093212,72.80149513907678,63.19,641.67,17.95,296.67,Forest,Laterite,6681,1,0.24527349999999998,0
15.83056188661715,73.8721312393646,28.38,370.94,418.28,358.3,Agricultural,Alluvial,6163,0,0.046926999999999996,0
15.718045154301956,73.34996240226401,228.52,673.79,84.42,356.97,Mangrove,Laterite,17472,1,0.36220949999999996,0
17.626846514928662,73.26694364652506,152.38,776.04,72.76,149.32,Agricultural,Laterite,1893,1,0.191182,0
18.971586867857617,73.4205014313326,18.29,486.7,636.78,65.84,Forest,Laterite,5398,0,0.042624999999999996,0
15.570075972281996,73.14926510002738,138.01,542.74,24.86,370.4,Forest,Laterite,8968,1,0.165147,0
17.224402186057468,73.0493924669234,52.07,3712.72,420.89,187.33,Forest,Laterite,8620,0,0.23770600000000003,0
18.39524080269976,74.12495295527633,28.33,1061.17,311.39,150.55,Agricultural,Laterite,10393,0,0.0813885,0
18.470739659158152,72.65856656189044,386.72,1701.35,61.56,49.8,Agricultural,Clay,5597,1,0.5717875,0
17.391673601126946,74.02143809103188,86.38,1127.99,523.24,211.13,Water Body,Clay,996,0,0.2427795,0
16.328545362315147,74.06410115084536,145.62,520.21,168,314.63,Forest,Clay,2262,0,0.2716305,0
16.651325247531055,73.92406720830971,246.74,876.16,750.91,275.94,Forest,Laterite,12331,0,0.290548,0
16.107114507614003,74.20871197793738,99.76,316.56,562.49,343.39,Agricultural,Laterite,7940,0,0.115588,0
16.881196769568085,72.9151024035813,59.94,851.32,216.71,223.77,Forest,Laterite,10921,0,0.10250600000000001,0
16.63555072416185,73.98810403780277,109.09,554.79,302.54,280.51,Water Body,Clay,7787,0,0.2368295,0
16.90809848163369,72.93550520268352,201.22,1366.17,545.35,220.93,Agricultural,Laterite,13164,0,0.2695285,0
17.47933285703743,73.42782788405245,245.91,1349.44,472.87,170.69,Forest,Laterite,9754,0,0.313382,0
15.893292349080843,73.6603156574533,82.62,252.18,156.35,345.09,Agricultural,Laterite,5041,0,0.09522900000000001,0
16.499763016893233,73.63861229457699,93.71,332.77,65.41,280.15,Agricultural,Sandy Loam,6592,1,0.11034849999999999,0
18.39224043114931,72.9786306496741,93.77,413.63,121.62,59.28,Agricultural,Laterite,6419,0,0.1144515,0
16.467534595631168,72.85375578660972,91.46,188.72,624.03,269.28,Agricultural,Laterite,18783,0,0.10089599999999999,0
18.948675882378684,72.64073122714524,82.43,931.88,64.71,17.62,Agricultural,Laterite,12443,1,0.12902400000000003,0
15.739145079045386,74.12332478759284,248.08,232.43,62.93,377.04,Agricultural,Clay,3174,1,0.3597015,0
16.549996398625982,74.15045718222576,39.86,1111.54,549.42,296.92,Forest,Sandy Loam,10942,0,0.095437,0
18.5279223102331,73.18488580428499,158.37,606.82,125.02,57.83,Forest,Laterite,3930,0,0.18871100000000002,0
16.983404474363905,73.22544847002332,59.84,184.76,407.9,216.86,Forest,Clay,3179,0,0.169078,0
16.669331516598096,73.26845334853688,46.81,777.51,74.55,251.83,Mangrove,Laterite,14242,1,0.1856855,0
19.38961325121562,73.78770303958471,122.54,700.29,64.84,117.19,Water Body,Laterite,14160,1,0.15755450000000001,0
15.556930383108401,74.39389650620151,68.6,393.75,78.93,406.96,Agricultural,Laterite,8052,1,0.08828749999999999,0
18.05454632360643,72.5244015729424,186.42,1119.36,538.48,98,Mangrove,Laterite,7830,0,0.34238799999999997,0
17.639015491205623,73.98251577522947,303.74,162.98,279.25,187.39,Urban,Clay,4006,0,0.41188899999999995,0
18.369521303655684,72.85486134946693,57.55,472.64,633.18,59,Agricultural,Laterite,4973,0,0.081182,0
18.035622807534175,72.89285165784209,31.03,268.41,441.06,96.18,Agricultural,Laterite,10365,0,0.044450500000000004,0
17.270567261499043,73.78525470487473,123.07,374.39,541.79,208.33,Forest,Laterite,15987,0,0.14178949999999998,0
16.698549069887395,74.23452193337963,52.87,751.18,784.06,287.22,Water Body,Laterite,14054,0,0.090429,0
17.538191719964335,73.49157585446731,41.47,864.53,34.24,167.54,Agricultural,Sandy Loam,11436,1,0.0846965,0
18.551410592550123,72.92643289725781,100.41,696.81,526.67,40.82,Agricultural,Laterite,3632,0,0.1352505,0
17.084959947640037,72.84355458397205,38.05,405.54,516.66,200.94,Agricultural,Clay,15281,0,0.158327,0
17.3879266957739,74.21247507385074,61.92,467.21,44.97,224.38,Agricultural,Laterite,1025,1,0.0852805,0
19.259949219348464,72.61061485065044,80.81,267.77,672.97,44.55,Forest,Clay,4710,0,0.1941985,0
16.99390074681279,73.1436915908381,215.58,737.17,452.06,214.09,Water Body,Laterite,3317,0,0.2524385,0
18.391396596422275,74.38298831464743,124.25,970.46,58.61,176.26,Forest,Laterite,4508,1,0.172773,0
16.977795315925015,74.3472121847307,30.09,1105.01,41.38,268.56,Forest,Laterite,8117,1,0.08534050000000001,0
17.74734553957001,73.3765223956887,66.07,1093.85,68.96,141.39,Forest,Clay,16233,1,0.2207625,0
16.944918450865252,74.04540597566725,187,484.15,239.29,253.44,Mangrove,Laterite,10853,0,0.31120749999999997,0
15.592553232320247,72.73838087383271,81.2,652.19,739.09,366.1,Agricultural,Laterite,18799,0,0.11380950000000001,0
19.339153036600695,74.24616177079496,65.93,425.08,152.89,159.74,Forest,Laterite,7541,0,0.087184,0
18.694363907381902,74.19259868340919,25.87,2935.18,293.81,148.56,Agricultural,Sandy Loam,9235,0,0.172629,0
15.792103146960551,73.7956797268275,68.15,2893.12,115.04,359.87,Agricultural,Laterite,1459,0,0.212806,0
16.400919745039474,73.35429929421089,54.48,949.3,565.78,282.77,Urban,Laterite,14051,0,0.101945,0
18.359617855168672,73.65371215570875,43.11,496.54,761.15,108.13,Forest,Laterite,16123,0,0.067937,0
16.80984419198501,73.13067249847153,49.79,415.8,755.41,233.98,Forest,Laterite,13631,0,0.07058,0
19.27754653810385,72.74622019878264,295.95,598.7,59.02,42.17,Forest,Alluvial,14638,1,0.325885,0
18.39807336081553,72.74340750519757,97.52,1098.42,789.61,55.88,Urban,Laterite,7238,0,0.152441,0
19.279587371854596,72.53229092072331,75.38,503.87,762.16,50.59,Agricultural,Laterite,9235,0,0.1005735,0
18.74067769615907,74.25188363300802,9.22,685.21,127.29,154.05,Agricultural,Laterite,5568,0,0.0434805,0
17.1595054812208,72.81496538846551,40.43,1119.24,10.94,192.65,Forest,Laterite,5939,1,0.246392,0
16.99273648586812,74.18284997739168,93.41,291.77,633.75,256.94,Urban,Laterite,1353,0,0.10799850000000001,0
19.08875477977692,72.68424779802386,94.54,1910.36,522.29,24.19,Agricultural,Laterite,14229,0,0.190058,0
16.527446482425887,73.14575291658005,109.7,859.04,681.76,265.14,Agricultural,Laterite,3015,0,0.152652,0
19.269156519847975,72.95110368220821,24.83,207.04,258.36,43.85,Forest,Clay,10202,0,0.135182,0
17.348596652399195,73.68156931578989,103.98,455.92,615.49,195.42,Water Body,Clay,8953,0,0.226776,0
18.676779425081495,74.45906123790402,8.69,1216.71,108.2,176.64,Agricultural,Sandy Loam,8905,0,0.0695255,0
18.767957954728,73.6544029624113,89.5,959.7,295.51,91.23,Urban,Sandy Loam,18951,0,0.137485,0
16.24527759120716,73.18196598897858,302.72,622.44,76.33,296.6,Forest,Clay,9110,1,0.43384200000000006,0
19.359014199475013,72.75245633862292,49.31,202.92,711.31,51.06,Forest,Laterite,16657,0,0.059456,0
19.38671906306516,72.86522475477395,240.02,676.84,643.14,54.31,Forest,Clay,8498,0,0.373862,0
16.10708476790437,74.2198523958111,105.96,520.64,53.09,343.91,Forest,Laterite,8998,1,0.131992,0
18.93576325828386,72.95251498882828,109.91,583.64,778.4,16.55,Agricultural,Laterite,16953,0,0.139092,0
19.074977978365,73.43600829425337,34.41,743.35,61.31,69.72,Mangrove,Laterite,3118,1,0.1715775,0
17.423728490544594,72.82050591356446,38.3,786.01,258.41,163.41,Water Body,Laterite,2953,0,0.07760049999999999,0
18.458619939861588,74.38868221152302,37.04,1785.29,182.1,174.57,Forest,Laterite,6758,0,0.12630450000000001,0
18.141685737319946,73.09764443073036,32.49,621.81,91.05,89.63,Forest,Laterite,5681,1,0.0635805,0
19.064466990692985,72.72567514519243,92.55,3545.54,75.85,19.82,Forest,Laterite,16346,1,0.26982700000000004,0
18.960340272264165,72.98258518978001,163.82,886.09,275.87,20.36,Forest,Laterite,4156,0,0.20812449999999996,0
17.47990433041418,73.68216887762796,148.81,2496.77,686.19,182.8,Forest,Laterite,1932,0,0.2736485,0
15.931190716932505,74.176411297822,140.34,283.05,60.38,359.64,Urban,Clay,5290,1,0.2544925,0
18.6525454056336,74.20446606666957,118.6,1466.63,117.95,150.59,Agricultural,Laterite,2694,0,0.19193149999999998,0
19.1826787713809,74.1037904922422,177.09,103.29,781.51,140.77,Forest,Laterite,5035,0,0.18225449999999999,0
18.296417712896336,73.7696146557208,114.53,1458.07,78.1,122.21,Forest,Laterite,5138,1,0.18743349999999998,0
17.965610907621226,73.97971865244442,173.47,399.16,367.89,161.95,Forest,Clay,5174,0,0.293428,0
17.251076397174007,73.22292643420057,38.26,392.87,307.34,187.92,Agricultural,Laterite,9955,0,0.0579035,0
16.294478449027647,72.68108443486192,125.76,556.87,53.28,288.64,Forest,Sandy Loam,12832,1,0.1536035,0
18.44512941880742,74.25292891096251,221.43,1729.31,678.29,161.34,Forest,Laterite,1633,0,0.3078955,0
16.397874409951207,73.89015820597503,47.99,430.82,307.76,300.11,Mangrove,Sandy Loam,12670,0,0.169531,0
17.158103363404344,73.60245230791529,117.14,2078.22,722.02,210.69,Mangrove,Clay,11927,0,0.42105099999999995,0
16.554229361752114,73.24045700377992,355.7,453.09,13.45,263.79,Water Body,Alluvial,11767,1,0.5283545,0
17.815833870433707,72.69324281783419,401.72,1230.8,678.41,120.53,Forest,Laterite,12298,0,0.69489,1
16.39585520223637,73.03826687595634,86.57,202.52,727.09,278.3,Agricultural,Clay,9732,0,0.19669599999999998,0
15.76165103777451,73.93773758822815,117.6,1981.22,592.95,367.78,Water Body,Alluvial,9411,0,0.216661,0
16.739301101517547,73.89441194645565,62.1,1528.97,636.41,265.8,Mangrove,Laterite,16893,0,0.23854850000000002,0
15.711883685353808,74.00893264052793,122.64,577.56,785.85,375.51,Urban,Alluvial,1698,0,0.15151799999999999,0
19.215304717271778,73.95733423709125,66.75,427.27,663.44,126.72,Forest,Laterite,3542,0,0.08811350000000001,0
16.744781534527448,72.85482190113161,85.05,311.2,345.84,238.61,Agricultural,Laterite,10929,0,0.10060999999999999,0
17.59546909504437,72.54080152331741,128.27,253.36,774.52,146.97,Agricultural,Laterite,4835,0,0.140938,0
18.700152692352088,73.63615731244333,74.43,193.09,474.65,90.88,Mangrove,Laterite,8480,0,0.18408449999999998,0
17.795940046814927,74.28287353278246,166,395.43,3.03,198.74,Forest,Laterite,12005,1,0.3357715,0
16.746661392898336,73.0828618870344,69.78,857.77,522.45,240.21,Mangrove,Sandy Loam,15135,0,0.2126685,0
17.6919217357567,73.27769168889616,88.63,744.69,267.62,142.93,Urban,Laterite,1923,0,0.1258645,0
15.734496740001752,74.46469126524217,95.58,1624.5,693.44,392.48,Forest,Clay,7963,0,0.27680499999999997,0
18.308823631165197,73.54334563604273,192.67,470.98,29.3,102.16,Agricultural,Laterite,2504,1,0.216219,0
15.59533660087703,72.70863700392118,115.28,3365.95,469.29,365.86,Forest,Sandy Loam,14019,0,0.2835775,0
18.491405543693194,73.64254982088188,40.58,1884.59,476.43,99.72,Urban,Clay,10690,0,0.2348095,0
17.595937754190587,72.85658023519434,73.69,910.93,244.72,144.46,Agricultural,Laterite,3776,0,0.1192365,0
18.25755808104071,74.34862447217765,234.18,1357.56,4.48,178.26,Forest,Laterite,13744,1,0.45205799999999996,0
17.191362401258818,73.64107946619649,290.44,1039.48,391.12,209.03,Agricultural,Laterite,12205,0,0.342414,0
17.452865965766474,73.70025925353809,134.81,1083.89,256.08,186.35,Agricultural,Laterite,2300,0,0.18900450000000002,0
17.647758821468905,72.83473347043251,182.97,1750.42,300.51,138.65,Water Body,Laterite,5837,0,0.27049100000000004,0
19.042398538709477,72.90425221547795,25.64,283.62,435.17,19.21,Forest,Laterite,3557,0,0.039820999999999995,0
18.550165644097827,74.11281822722256,51.69,602.39,128.74,143.77,Water Body,Clay,11240,0,0.1818095,0
18.399640629229584,72.58751579476596,40.94,671.77,335.12,59.75,Urban,Laterite,2339,0,0.0745285,0
16.483104485322833,73.55711320471475,114.1,1022.22,533.01,279.29,Forest,Sandy Loam,1868,0,0.165211,0
19.106078449004666,73.86863321414086,20.09,1264.72,3.52,114.81,Agricultural,Laterite,15437,1,0.23332599999999998,0
18.07916061240598,73.06493690141454,131.39,1946.12,341.6,95.07,Mangrove,Laterite,6549,0,0.328696,0
19.017777245048734,72.94767967081677,59.11,1880.22,212.22,20.29,Urban,Laterite,3154,0,0.153121,0
17.33972827823077,73.92137165188498,110.08,287.34,759.32,209.54,Agricultural,Laterite,6422,0,0.124447,0
17.053771420226013,73.22712052371801,65.75,978.43,233.68,209.29,Forest,Sandy Loam,5473,0,0.11467150000000001,0
17.353503720408842,74.22487736886706,216.45,429.89,479.98,228.11,Agricultural,Sandy Loam,6039,0,0.23794449999999998,0
16.29763898900682,73.1753663055851,45.96,1947.46,502.55,290.76,Urban,Laterite,6727,0,0.143333,0
18.97212039644914,72.76111016813844,180.38,2069.45,106.07,8.97,Water Body,Laterite,4912,0,0.4338525,0
19.107215027710687,72.90601414059974,36.83,1385.65,58.34,25.51,Urban,Laterite,4655,1,0.1061125,0
15.905997955868719,73.62377511203009,82.05,806.63,428.7,342.72,Mangrove,Clay,17186,0,0.3223815,0
18.155476359885984,72.79329258068181,88.01,296.52,219.32,82.41,Forest,Clay,15215,0,0.20283600000000002,0
17.839564817306705,72.86366733085116,342.46,2737.59,98.78,117.57,Water Body,Laterite,8836,1,0.47933950000000003,0
18.209492635536662,74.33352801426479,30.08,862.91,78.66,179.03,Forest,Alluvial,1381,1,0.0732255,0
19.06419079274901,73.33547732221636,39.88,369.72,741.15,59.24,Agricultural,Sandy Loam,9219,0,0.05836600000000001,0
18.30205954035032,73.02622678054766,56.78,1250.63,121.96,70.36,Water Body,Sandy Loam,10620,0,0.1193115,0
15.576848635158255,73.26134223043385,14.98,998.9,85.36,371.04,Urban,Laterite,3040,1,0.06492500000000001,0
